scheduled_arrival_utc,scheduled_arrival_frankfurt,flight_number,from_airport_name,airline,aircraft_model
2025-10-06 06:00:00+00:00,2025-10-06 08:00:00+02:00,UA 9044,Marseille,United,Airbus A320 (Sharklets)
2025-10-06 06:00:00+00:00,2025-10-06 08:00:00+02:00,UA 8726,Goteborg,United,Airbus A321
2025-10-06 06:00:00+00:00,2025-10-06 08:00:00+02:00,SN 7066,Goteborg,Brussels,Airbus A321
2025-10-06 06:00:00+00:00,2025-10-06 08:00:00+02:00,NH 5407,Goteborg,ANA,Airbus A321
2025-10-06 06:00:00+00:00,2025-10-06 08:00:00+02:00,LH 821,Goteborg,Lufthansa,Airbus A321
2025-10-06 06:00:00+00:00,2025-10-06 08:00:00+02:00,AC 9086,Goteborg,Air Canada,Airbus A321
2025-10-06 06:00:00+00:00,2025-10-06 08:00:00+02:00,A3 1459,Goteborg,Aegean,Airbus A321
2025-10-06 06:00:00+00:00,2025-10-06 08:00:00+02:00,AC 9450,Washington,Air Canada,Boeing 747
2025-10-06 06:00:00+00:00,2025-10-06 08:00:00+02:00,OS 7430,Goteborg,Austrian,Airbus A321
2025-10-06 06:00:00+00:00,2025-10-06 08:00:00+02:00,UA 8826,Washington,United,Boeing 747
2025-10-06 06:00:00+00:00,2025-10-06 08:00:00+02:00,AI 8645,Washington,Air India,Boeing 747
2025-10-06 06:00:00+00:00,2025-10-06 08:00:00+02:00,LH 9573,Trieste,Lufthansa,Embraer 190
2025-10-06 06:00:00+00:00,2025-10-06 08:00:00+02:00,EN 8821,Trieste,Air Dolomiti,Embraer 190
2025-10-06 06:00:00+00:00,2025-10-06 08:00:00+02:00,AZ 7474,Trieste,ITA,Embraer 190
2025-10-06 06:00:00+00:00,2025-10-06 08:00:00+02:00,AC 9104,Toronto,Air Canada,Boeing 747
2025-10-06 06:00:00+00:00,2025-10-06 08:00:00+02:00,LH 471,Toronto,Lufthansa,Boeing 747
2025-10-06 06:00:00+00:00,2025-10-06 08:00:00+02:00,LH 1377,Wrocław,Lufthansa,Bombardier CRJ900
2025-10-06 06:00:00+00:00,2025-10-06 08:00:00+02:00,LH 419,Washington,Lufthansa,Boeing 747
2025-10-06 06:00:00+00:00,2025-10-06 08:00:00+02:00,SQ 2187,Goteborg,Singapore,Airbus A321
2025-10-06 06:00:00+00:00,2025-10-06 08:00:00+02:00,TG 7717,Washington,Thai  International,Boeing 747
2025-10-06 06:00:00+00:00,2025-10-06 08:00:00+02:00,LH 1463,Ljubljana,Lufthansa,Bombardier CRJX
2025-10-06 06:00:00+00:00,2025-10-06 08:00:00+02:00,EY 3790,Goteborg,Etihad,Airbus A321
2025-10-06 06:00:00+00:00,2025-10-06 08:00:00+02:00,SQ 2077,Marseille,Singapore,Airbus A320 (Sharklets)
2025-10-06 06:00:00+00:00,2025-10-06 08:00:00+02:00,NH 6049,Marseille,ANA,Airbus A320 (Sharklets)
2025-10-06 06:00:00+00:00,2025-10-06 08:00:00+02:00,LH 1091,Marseille,Lufthansa,Airbus A320 (Sharklets)
2025-10-06 06:00:00+00:00,2025-10-06 08:00:00+02:00,AC 9635,Marseille,Air Canada,Airbus A320 (Sharklets)
2025-10-06 06:00:00+00:00,2025-10-06 08:00:00+02:00,LO 5109,Wrocław,LOT - Polish,Embraer 190
2025-10-06 06:00:00+00:00,2025-10-06 08:00:00+02:00,EN 8769,Wrocław,Air Dolomiti,Embraer 190
2025-10-06 06:00:00+00:00,2025-10-06 08:00:00+02:00,AZ 4351,Wrocław,ITA,Embraer 190
2025-10-06 06:00:00+00:00,2025-10-06 08:00:00+02:00,LH 6927,Wrocław,Lufthansa,Embraer 190
2025-10-06 06:00:00+00:00,2025-10-06 08:00:00+02:00,TP 7967,Budapest,TAP Air Portugal,Airbus A319
2025-10-06 06:00:00+00:00,2025-10-06 08:00:00+02:00,SN 7148,Budapest,Brussels,Airbus A319
2025-10-06 06:00:00+00:00,2025-10-06 08:00:00+02:00,LH 1343,Budapest,Lufthansa,Airbus A319
2025-10-06 06:00:00+00:00,2025-10-06 08:00:00+02:00,EY 3766,Budapest,Etihad,Airbus A319
2025-10-06 06:00:00+00:00,2025-10-06 08:00:00+02:00,AC 9023,Budapest,Air Canada,Airbus A319
2025-10-06 06:00:00+00:00,2025-10-06 08:00:00+02:00,LH 93,Munich,Lufthansa,Airbus A319
2025-10-06 06:00:00+00:00,2025-10-06 08:00:00+02:00,AC 9278,Munich,Air Canada,Airbus A319
2025-10-06 06:00:00+00:00,2025-10-06 08:00:00+02:00,UA 9023,Budapest,United,Airbus A319
2025-10-06 06:05:00+00:00,2025-10-06 08:05:00+02:00,UA 8420,Vancouver,United,Boeing 787-9
2025-10-06 06:05:00+00:00,2025-10-06 08:05:00+02:00,LH 6527,Vancouver,Lufthansa,Boeing 787-9
2025-10-06 06:05:00+00:00,2025-10-06 08:05:00+02:00,OU 5944,Vancouver,Croatia,Boeing 787-9
2025-10-06 06:05:00+00:00,2025-10-06 08:05:00+02:00,AC 838,Vancouver,Air Canada,Boeing 787-9
2025-10-06 06:05:00+00:00,2025-10-06 08:05:00+02:00,AI 8757,Mumbai,Air India,Airbus A340
2025-10-06 06:05:00+00:00,2025-10-06 08:05:00+02:00,LX 1068,Zurich,SWISS,Airbus A320 NEO
2025-10-06 06:05:00+00:00,2025-10-06 08:05:00+02:00,AC 9355,Mumbai,Air Canada,Airbus A340
2025-10-06 06:05:00+00:00,2025-10-06 08:05:00+02:00,LH 757,Mumbai,Lufthansa,Airbus A340
2025-10-06 06:05:00+00:00,2025-10-06 08:05:00+02:00,LH 5737,Zurich,Lufthansa,Airbus A320 NEO
2025-10-06 06:05:00+00:00,2025-10-06 08:05:00+02:00,NH 6772,Zurich,ANA,Airbus A320 NEO
2025-10-06 06:05:00+00:00,2025-10-06 08:05:00+02:00,AZ 4813,Mumbai,ITA,Airbus A340
2025-10-06 06:10:00+00:00,2025-10-06 08:10:00+02:00,LH 5587,Brussels,Lufthansa,Airbus A319
2025-10-06 06:10:00+00:00,2025-10-06 08:10:00+02:00,UA 9937,Brussels,United,Airbus A319
2025-10-06 06:10:00+00:00,2025-10-06 08:10:00+02:00,SN 2607,Brussels,Brussels,Airbus A319
2025-10-06 06:10:00+00:00,2025-10-06 08:10:00+02:00,AC 6340,Brussels,Air Canada,Airbus A319
2025-10-06 06:10:00+00:00,2025-10-06 08:10:00+02:00,LH 5,Hamburg,Lufthansa,Airbus A319
2025-10-06 06:10:00+00:00,2025-10-06 08:10:00+02:00,AZ 4761,Gdańsk,ITA,Regional-Jet
2025-10-06 06:10:00+00:00,2025-10-06 08:10:00+02:00,LO 4913,Gdańsk,LOT - Polish,Regional-Jet
2025-10-06 06:10:00+00:00,2025-10-06 08:10:00+02:00,LH 1383,Gdańsk,Lufthansa,Regional-Jet
2025-10-06 06:10:00+00:00,2025-10-06 08:10:00+02:00,AC 9188,Gdańsk,Air Canada,Regional-Jet
2025-10-06 06:10:00+00:00,2025-10-06 08:10:00+02:00,SQ 2087,Toulouse-Blagnac,Singapore,Airbus A319
2025-10-06 06:10:00+00:00,2025-10-06 08:10:00+02:00,EY 3771,Gdańsk,Etihad,Regional-Jet
2025-10-06 06:10:00+00:00,2025-10-06 08:10:00+02:00,AC 9417,Toulouse-Blagnac,Air Canada,Airbus A319
2025-10-06 06:10:00+00:00,2025-10-06 08:10:00+02:00,A3 3077,Montreal,Aegean,Airbus A330-300
2025-10-06 06:10:00+00:00,2025-10-06 08:10:00+02:00,UA 9091,Toulouse-Blagnac,United,Airbus A319
2025-10-06 06:10:00+00:00,2025-10-06 08:10:00+02:00,LH 1101,Toulouse-Blagnac,Lufthansa,Airbus A319
2025-10-06 06:10:00+00:00,2025-10-06 08:10:00+02:00,TG 5823,Montreal,Thai  International,Airbus A330-300
2025-10-06 06:10:00+00:00,2025-10-06 08:10:00+02:00,LH 6795,Montreal,Lufthansa,Airbus A330-300
2025-10-06 06:10:00+00:00,2025-10-06 08:10:00+02:00,MS 9612,Montreal,EgyptAir,Airbus A330-300
2025-10-06 06:10:00+00:00,2025-10-06 08:10:00+02:00,SN 9681,Montreal,Brussels,Airbus A330-300
2025-10-06 06:10:00+00:00,2025-10-06 08:10:00+02:00,OU 5939,Montreal,Croatia,Airbus A330-300
2025-10-06 06:10:00+00:00,2025-10-06 08:10:00+02:00,AC 844,Montreal,Air Canada,Airbus A330-300
2025-10-06 06:10:00+00:00,2025-10-06 08:10:00+02:00,SQ 1016,Montreal,Singapore,Airbus A330-300
2025-10-06 06:10:00+00:00,2025-10-06 08:10:00+02:00,UA 8580,Montreal,United,Airbus A330-300
2025-10-06 06:10:00+00:00,2025-10-06 08:10:00+02:00,NH 5419,Toulouse-Blagnac,ANA,Airbus A319
2025-10-06 06:10:00+00:00,2025-10-06 08:10:00+02:00,OS 8206,Montreal,Austrian,Airbus A330-300
2025-10-06 06:15:00+00:00,2025-10-06 08:15:00+02:00,EN 279,Milan,Air Dolomiti,Airbus A320
2025-10-06 06:15:00+00:00,2025-10-06 08:15:00+02:00,AC 9476,Istanbul,Air Canada,Airbus A321
2025-10-06 06:15:00+00:00,2025-10-06 08:15:00+02:00,UA 9305,Milan,United,Airbus A320
2025-10-06 06:15:00+00:00,2025-10-06 08:15:00+02:00,AZ 7308,Milan,ITA,Airbus A320
2025-10-06 06:15:00+00:00,2025-10-06 08:15:00+02:00,LH 279,Milan,Lufthansa,Airbus A320
2025-10-06 06:15:00+00:00,2025-10-06 08:15:00+02:00,AC 9496,Milan,Air Canada,Airbus A320
2025-10-06 06:15:00+00:00,2025-10-06 08:15:00+02:00,NH 5882,Istanbul,ANA,Airbus A321
2025-10-06 06:15:00+00:00,2025-10-06 08:15:00+02:00,LH 1305,Istanbul,Lufthansa,Airbus A321
2025-10-06 06:15:00+00:00,2025-10-06 08:15:00+02:00,NZ 4219,Houston,Air New Zealand,Boeing 747-8
2025-10-06 06:15:00+00:00,2025-10-06 08:15:00+02:00,UA 9127,Istanbul,United,Airbus A321
2025-10-06 06:15:00+00:00,2025-10-06 08:15:00+02:00,AC 9466,Houston,Air Canada,Boeing 747-8
2025-10-06 06:15:00+00:00,2025-10-06 08:15:00+02:00,UA 8867,Houston,United,Boeing 747-8
2025-10-06 06:15:00+00:00,2025-10-06 08:15:00+02:00,UA 9237,Sarajevo,United,Airbus A319
2025-10-06 06:15:00+00:00,2025-10-06 08:15:00+02:00,LH 1547,Sarajevo,Lufthansa,Airbus A319
2025-10-06 06:15:00+00:00,2025-10-06 08:15:00+02:00,SQ 2255,Sarajevo,Singapore,Airbus A319
2025-10-06 06:15:00+00:00,2025-10-06 08:15:00+02:00,AC 9167,Belgrade,Air Canada,Airbus A321
2025-10-06 06:15:00+00:00,2025-10-06 08:15:00+02:00,LH 1415,Belgrade,Lufthansa,Airbus A321
2025-10-06 06:15:00+00:00,2025-10-06 08:15:00+02:00,SQ 1971,Belgrade,Singapore,Airbus A321
2025-10-06 06:15:00+00:00,2025-10-06 08:15:00+02:00,UA 9191,Belgrade,United,Airbus A321
2025-10-06 06:15:00+00:00,2025-10-06 08:15:00+02:00,LH 441,Houston,Lufthansa,Boeing 747-8
2025-10-06 06:20:00+00:00,2025-10-06 08:20:00+02:00,EC 1959,Milan,EasyJet Europe,Airbus A319
2025-10-06 06:20:00+00:00,2025-10-06 08:20:00+02:00,U2 1959,Milan,easyJet,Airbus A319
2025-10-06 06:20:00+00:00,2025-10-06 08:20:00+02:00,LH 877,Bergen,Lufthansa,Airbus A321 (Sharklets)
2025-10-06 06:20:00+00:00,2025-10-06 08:20:00+02:00,AC 9672,Bergen,Air Canada,Airbus A321 (Sharklets)
2025-10-06 06:20:00+00:00,2025-10-06 08:20:00+02:00,AZ 4709,Bergen,ITA,Airbus A321 (Sharklets)
2025-10-06 06:20:00+00:00,2025-10-06 08:20:00+02:00,UA 9693,Firenze,United,Embraer 190
2025-10-06 06:20:00+00:00,2025-10-06 08:20:00+02:00,EN 8861,Firenze,Air Dolomiti,Embraer 190
2025-10-06 06:20:00+00:00,2025-10-06 08:20:00+02:00,AZ 7410,Firenze,ITA,Embraer 190
2025-10-06 06:20:00+00:00,2025-10-06 08:20:00+02:00,LO 5118,Firenze,LOT - Polish,Embraer 190
2025-10-06 06:20:00+00:00,2025-10-06 08:20:00+02:00,LH 9497,Firenze,Lufthansa,Embraer 190
2025-10-06 06:20:00+00:00,2025-10-06 08:20:00+02:00,NH 6879,Firenze,ANA,Embraer 190
2025-10-06 06:20:00+00:00,2025-10-06 08:20:00+02:00,AC 7375,Firenze,Air Canada,Embraer 190
2025-10-06 06:25:00+00:00,2025-10-06 08:25:00+02:00,AC 9531,Cairo,Air Canada,Airbus A321 NEO
2025-10-06 06:25:00+00:00,2025-10-06 08:25:00+02:00,LH 173,Berlin,Lufthansa,Airbus A319
2025-10-06 06:25:00+00:00,2025-10-06 08:25:00+02:00,AC 9636,Berlin,Air Canada,Airbus A319
2025-10-06 06:25:00+00:00,2025-10-06 08:25:00+02:00,LH 811,Stockholm,Lufthansa,Airbus A321
2025-10-06 06:25:00+00:00,2025-10-06 08:25:00+02:00,AC 9274,Stockholm,Air Canada,Airbus A321
2025-10-06 06:25:00+00:00,2025-10-06 08:25:00+02:00,NH 6190,Stockholm,ANA,Airbus A321
2025-10-06 06:25:00+00:00,2025-10-06 08:25:00+02:00,UA 9015,Stockholm,United,Airbus A321
2025-10-06 06:25:00+00:00,2025-10-06 08:25:00+02:00,MS 9009,Cairo,EgyptAir,Airbus A321 NEO
2025-10-06 06:25:00+00:00,2025-10-06 08:25:00+02:00,A3 1413,Stockholm,Aegean,Airbus A321
2025-10-06 06:25:00+00:00,2025-10-06 08:25:00+02:00,LH 585,Cairo,Lufthansa,Airbus A321 NEO
2025-10-06 06:25:00+00:00,2025-10-06 08:25:00+02:00,UA 9025,Cairo,United,Airbus A321 NEO
2025-10-06 06:25:00+00:00,2025-10-06 08:25:00+02:00,UA 9055,Nice,United,Airbus A319
2025-10-06 06:25:00+00:00,2025-10-06 08:25:00+02:00,AC 9397,Nice,Air Canada,Airbus A319
2025-10-06 06:25:00+00:00,2025-10-06 08:25:00+02:00,SQ 2099,Nice,Singapore,Airbus A319
2025-10-06 06:25:00+00:00,2025-10-06 08:25:00+02:00,MS 9019,Nice,EgyptAir,Airbus A319
2025-10-06 06:25:00+00:00,2025-10-06 08:25:00+02:00,LH 1069,Nice,Lufthansa,Airbus A319
2025-10-06 06:25:00+00:00,2025-10-06 08:25:00+02:00,NH 5417,Nice,ANA,Airbus A319
2025-10-06 06:30:00+00:00,2025-10-06 08:30:00+02:00,UA 9424,Warsaw,United,Airbus A320
2025-10-06 06:30:00+00:00,2025-10-06 08:30:00+02:00,NH 5888,Warsaw,ANA,Airbus A320
2025-10-06 06:30:00+00:00,2025-10-06 08:30:00+02:00,LO 4897,Warsaw,LOT - Polish,Airbus A320
2025-10-06 06:30:00+00:00,2025-10-06 08:30:00+02:00,AC 6845,Geneva,Air Canada,BCS1
2025-10-06 06:30:00+00:00,2025-10-06 08:30:00+02:00,LX 1092,Geneva,SWISS,BCS1
2025-10-06 06:30:00+00:00,2025-10-06 08:30:00+02:00,AC 9353,New Delhi,Air Canada,Airbus A340
2025-10-06 06:30:00+00:00,2025-10-06 08:30:00+02:00,NH 6763,Geneva,ANA,BCS1
2025-10-06 06:30:00+00:00,2025-10-06 08:30:00+02:00,AZ 4823,New Delhi,ITA,Airbus A340
2025-10-06 06:30:00+00:00,2025-10-06 08:30:00+02:00,WY 5289,Warsaw,Oman Air,Airbus A320
2025-10-06 06:30:00+00:00,2025-10-06 08:30:00+02:00,AI 8761,New Delhi,Air India,Airbus A340
2025-10-06 06:30:00+00:00,2025-10-06 08:30:00+02:00,LH 761,New Delhi,Lufthansa,Airbus A340
2025-10-06 06:30:00+00:00,2025-10-06 08:30:00+02:00,SQ 2950,Geneva,Singapore,BCS1
2025-10-06 06:30:00+00:00,2025-10-06 08:30:00+02:00,A3 1499,Warsaw,Aegean,Airbus A320
2025-10-06 06:30:00+00:00,2025-10-06 08:30:00+02:00,LH 5783,Geneva,Lufthansa,BCS1
2025-10-06 06:30:00+00:00,2025-10-06 08:30:00+02:00,LH 1353,Warsaw,Lufthansa,Airbus A320
2025-10-06 06:30:00+00:00,2025-10-06 08:30:00+02:00,UA 9861,Vienna,United,Airbus A320
2025-10-06 06:30:00+00:00,2025-10-06 08:30:00+02:00,OS 201,Vienna,Austrian,Airbus A320
2025-10-06 06:30:00+00:00,2025-10-06 08:30:00+02:00,AC 6215,Vienna,Air Canada,Airbus A320
2025-10-06 06:30:00+00:00,2025-10-06 08:30:00+02:00,ET 1214,Vienna,ET,Airbus A320
2025-10-06 06:30:00+00:00,2025-10-06 08:30:00+02:00,LO 4846,Birmingham,LOT - Polish,Airbus A319
2025-10-06 06:30:00+00:00,2025-10-06 08:30:00+02:00,LH 6327,Vienna,Lufthansa,Airbus A320
2025-10-06 06:30:00+00:00,2025-10-06 08:30:00+02:00,LH 959,Birmingham,Lufthansa,Airbus A319
2025-10-06 06:30:00+00:00,2025-10-06 08:30:00+02:00,UA 8808,Birmingham,United,Airbus A319
2025-10-06 06:30:00+00:00,2025-10-06 08:30:00+02:00,AC 9606,Birmingham,Air Canada,Airbus A319
2025-10-06 06:30:00+00:00,2025-10-06 08:30:00+02:00,SQ 2149,Birmingham,Singapore,Airbus A319
2025-10-06 06:30:00+00:00,2025-10-06 08:30:00+02:00,NH 6240,Birmingham,ANA,Airbus A319
2025-10-06 06:30:00+00:00,2025-10-06 08:30:00+02:00,AC 9409,Warsaw,Air Canada,Airbus A320
2025-10-06 06:35:00+00:00,2025-10-06 08:35:00+02:00,UA 9516,Paris,United,Airbus A321
2025-10-06 06:35:00+00:00,2025-10-06 08:35:00+02:00,UA 9279,Luqa,United,Airbus A321
2025-10-06 06:35:00+00:00,2025-10-06 08:35:00+02:00,A3 1439,Paris,Aegean,Airbus A321
2025-10-06 06:35:00+00:00,2025-10-06 08:35:00+02:00,LH 1051,Paris,Lufthansa,Airbus A321
2025-10-06 06:35:00+00:00,2025-10-06 08:35:00+02:00,AC 9286,Luqa,Air Canada,Airbus A321
2025-10-06 06:35:00+00:00,2025-10-06 08:35:00+02:00,KM 2300,Luqa,KM Malta,Airbus A321
2025-10-06 06:35:00+00:00,2025-10-06 08:35:00+02:00,LH 1315,Luqa,Lufthansa,Airbus A321
2025-10-06 06:35:00+00:00,2025-10-06 08:35:00+02:00,AV 6514,Madrid,Avianca,Airbus A321 NEO
2025-10-06 06:35:00+00:00,2025-10-06 08:35:00+02:00,LH 1121,Madrid,Lufthansa,Airbus A321 NEO
2025-10-06 06:35:00+00:00,2025-10-06 08:35:00+02:00,UA 8982,Madrid,United,Airbus A321 NEO
2025-10-06 06:35:00+00:00,2025-10-06 08:35:00+02:00,WY 5274,Madrid,Oman Air,Airbus A321 NEO
2025-10-06 06:35:00+00:00,2025-10-06 08:35:00+02:00,OS 7456,Madrid,Austrian,Airbus A321 NEO
2025-10-06 06:35:00+00:00,2025-10-06 08:35:00+02:00,LO 4872,Madrid,LOT - Polish,Airbus A321 NEO
2025-10-06 06:35:00+00:00,2025-10-06 08:35:00+02:00,AC 9179,Madrid,Air Canada,Airbus A321 NEO
2025-10-06 06:40:00+00:00,2025-10-06 08:40:00+02:00,LH 1543,Skopje,Lufthansa,Airbus A320 NEO
2025-10-06 06:40:00+00:00,2025-10-06 08:40:00+02:00,DL 106,New York,Delta Air Lines,Airbus A330-300
2025-10-06 06:40:00+00:00,2025-10-06 08:40:00+02:00,OU 5443,Hamburg,Croatia,Airbus A320
2025-10-06 06:40:00+00:00,2025-10-06 08:40:00+02:00,LH 7,Hamburg,Lufthansa,Airbus A320
2025-10-06 06:40:00+00:00,2025-10-06 08:40:00+02:00,AC 9042,Hamburg,Air Canada,Airbus A320
2025-10-06 06:45:00+00:00,2025-10-06 08:45:00+02:00,AC 9276,Oslo,Air Canada,Airbus A321 NEO
2025-10-06 06:45:00+00:00,2025-10-06 08:45:00+02:00,KC 1648,Almaty,Air Astana,Airbus A340-300
2025-10-06 06:45:00+00:00,2025-10-06 08:45:00+02:00,UA 9109,Almaty,United,Airbus A340-300
2025-10-06 06:45:00+00:00,2025-10-06 08:45:00+02:00,LH 648,Astana,Lufthansa,Airbus A340-300
2025-10-06 06:45:00+00:00,2025-10-06 08:45:00+02:00,SQ 2135,Oslo,Singapore,Airbus A321 NEO
2025-10-06 06:45:00+00:00,2025-10-06 08:45:00+02:00,AA 70,Dallas-Fort Worth,American,Boeing 787-8
2025-10-06 06:45:00+00:00,2025-10-06 08:45:00+02:00,LH 867,Oslo,Lufthansa,Airbus A321 NEO
2025-10-06 06:45:00+00:00,2025-10-06 08:45:00+02:00,A3 1485,Oslo,Aegean,Airbus A321 NEO
2025-10-06 06:45:00+00:00,2025-10-06 08:45:00+02:00,NH 6186,Oslo,ANA,Airbus A321 NEO
2025-10-06 06:45:00+00:00,2025-10-06 08:45:00+02:00,UA 9043,Manchester,United,Airbus A321
2025-10-06 06:45:00+00:00,2025-10-06 08:45:00+02:00,OS 7372,Manchester,Austrian,Airbus A321
2025-10-06 06:45:00+00:00,2025-10-06 08:45:00+02:00,UA 9095,Oslo,United,Airbus A321 NEO
2025-10-06 06:45:00+00:00,2025-10-06 08:45:00+02:00,LH 949,Manchester,Lufthansa,Airbus A321
2025-10-06 06:45:00+00:00,2025-10-06 08:45:00+02:00,NH 6236,Manchester,ANA,Airbus A321
2025-10-06 06:50:00+00:00,2025-10-06 08:50:00+02:00,QF 8043,Dubai,Qantas,Boeing 777-300ER
2025-10-06 06:50:00+00:00,2025-10-06 08:50:00+02:00,EK 43,Dubai,Emirates,Boeing 777-300ER
2025-10-06 06:50:00+00:00,2025-10-06 08:50:00+02:00,TG 7819,Nápoli,Thai  International,Airbus A321
2025-10-06 06:50:00+00:00,2025-10-06 08:50:00+02:00,UA 9141,Nápoli,United,Airbus A321
2025-10-06 06:50:00+00:00,2025-10-06 08:50:00+02:00,FI 6023,Dubai,Icelandair,Boeing 777-300ER
2025-10-06 06:50:00+00:00,2025-10-06 08:50:00+02:00,SN 7186,Nápoli,Brussels,Airbus A321
2025-10-06 06:50:00+00:00,2025-10-06 08:50:00+02:00,LH 339,Nápoli,Lufthansa,Airbus A321
2025-10-06 06:50:00+00:00,2025-10-06 08:50:00+02:00,AZ 7328,Nápoli,ITA,Airbus A321
2025-10-06 06:50:00+00:00,2025-10-06 08:50:00+02:00,AC 9053,Nápoli,Air Canada,Airbus A321
2025-10-06 06:50:00+00:00,2025-10-06 08:50:00+02:00,NH 5876,Nápoli,ANA,Airbus A321
2025-10-06 06:55:00+00:00,2025-10-06 08:55:00+02:00,NH 5458,Bilbao,ANA,Airbus A321
2025-10-06 06:55:00+00:00,2025-10-06 08:55:00+02:00,DL 14,Atlanta,Delta Air Lines,Airbus A330-200
2025-10-06 06:55:00+00:00,2025-10-06 08:55:00+02:00,AC 9436,Berlin,Air Canada,Airbus A320
2025-10-06 06:55:00+00:00,2025-10-06 08:55:00+02:00,OU 5463,Berlin,Croatia,Airbus A320
2025-10-06 06:55:00+00:00,2025-10-06 08:55:00+02:00,LH 175,Berlin,Lufthansa,Airbus A320
2025-10-06 06:55:00+00:00,2025-10-06 08:55:00+02:00,SQ 2207,Berlin,Singapore,Airbus A320
2025-10-06 06:55:00+00:00,2025-10-06 08:55:00+02:00,LH 439,Dallas-Fort Worth,Lufthansa,Airbus A330
2025-10-06 06:55:00+00:00,2025-10-06 08:55:00+02:00,TG 7703,Dallas-Fort Worth,Thai  International,Airbus A330
2025-10-06 06:55:00+00:00,2025-10-06 08:55:00+02:00,UA 8865,Dallas-Fort Worth,United,Airbus A330
2025-10-06 06:55:00+00:00,2025-10-06 08:55:00+02:00,LH 1147,Bilbao,Lufthansa,Airbus A321
2025-10-06 06:55:00+00:00,2025-10-06 08:55:00+02:00,OS 7310,Bilbao,Austrian,Airbus A321
2025-10-06 06:55:00+00:00,2025-10-06 08:55:00+02:00,AC 9380,Bilbao,Air Canada,Airbus A321
2025-10-06 06:55:00+00:00,2025-10-06 08:55:00+02:00,UA 9363,Bilbao,United,Airbus A321
2025-10-06 06:55:00+00:00,2025-10-06 08:55:00+02:00,A3 1835,Athens,Aegean,Airbus A321 NEO
2025-10-06 06:55:00+00:00,2025-10-06 08:55:00+02:00,AC 9201,Athens,Air Canada,Airbus A321 NEO
2025-10-06 06:55:00+00:00,2025-10-06 08:55:00+02:00,LH 1285,Athens,Lufthansa,Airbus A321 NEO
2025-10-06 06:55:00+00:00,2025-10-06 08:55:00+02:00,UA 9301,Athens,United,Airbus A321 NEO
2025-10-06 06:55:00+00:00,2025-10-06 08:55:00+02:00,LH 491,Seattle,Lufthansa,Airbus A350
2025-10-06 06:55:00+00:00,2025-10-06 08:55:00+02:00,AC 9464,Seattle,Air Canada,Airbus A350
2025-10-06 06:55:00+00:00,2025-10-06 08:55:00+02:00,TG 7729,Bilbao,Thai  International,Airbus A321
2025-10-06 06:55:00+00:00,2025-10-06 08:55:00+02:00,CA 6280,Bilbao,Air China,Airbus A321
2025-10-06 06:55:00+00:00,2025-10-06 08:55:00+02:00,UA 8718,Seattle,United,Airbus A350
2025-10-06 07:00:00+00:00,2025-10-06 09:00:00+02:00,CA 6102,Munich,Air China,Airbus A319
2025-10-06 07:00:00+00:00,2025-10-06 09:00:00+02:00,LH 1139,Barcelona,Lufthansa,Airbus A321
2025-10-06 07:00:00+00:00,2025-10-06 09:00:00+02:00,EY 4165,Barcelona,Etihad,Airbus A321
2025-10-06 07:00:00+00:00,2025-10-06 09:00:00+02:00,UA 9317,Barcelona,United,Airbus A321
2025-10-06 07:00:00+00:00,2025-10-06 09:00:00+02:00,LH 95,Munich,Lufthansa,Airbus A319
2025-10-06 07:00:00+00:00,2025-10-06 09:00:00+02:00,AC 9505,Munich,Air Canada,Airbus A319
2025-10-06 07:00:00+00:00,2025-10-06 09:00:00+02:00,NH 5436,Munich,ANA,Airbus A319
2025-10-06 07:00:00+00:00,2025-10-06 09:00:00+02:00,AZ 7288,Rome,ITA,Airbus A321
2025-10-06 07:00:00+00:00,2025-10-06 09:00:00+02:00,DE 4312,Zurich,Condor,Airbus A320
2025-10-06 07:00:00+00:00,2025-10-06 09:00:00+02:00,LH 243,Rome,Lufthansa,Airbus A321
2025-10-06 07:00:00+00:00,2025-10-06 09:00:00+02:00,AC 9155,Rome,Air Canada,Airbus A321
2025-10-06 07:00:00+00:00,2025-10-06 09:00:00+02:00,UA 8805,Rome,United,Airbus A321
2025-10-06 07:00:00+00:00,2025-10-06 09:00:00+02:00,DE 4348,Vienna,Condor,Airbus A321
2025-10-06 07:00:00+00:00,2025-10-06 09:00:00+02:00,UX 3629,Belgrade,Air Europa,Airbus A319
2025-10-06 07:00:00+00:00,2025-10-06 09:00:00+02:00,JU 350,Belgrade,Air Serbia,Airbus A319
2025-10-06 07:00:00+00:00,2025-10-06 09:00:00+02:00,LO 4864,Barcelona,LOT - Polish,Airbus A321
2025-10-06 07:00:00+00:00,2025-10-06 09:00:00+02:00,NH 6152,Rome,ANA,Airbus A321
2025-10-06 07:00:00+00:00,2025-10-06 09:00:00+02:00,WY 5256,Barcelona,Oman Air,Airbus A321
2025-10-06 07:00:00+00:00,2025-10-06 09:00:00+02:00,WY 5264,Dublin,Oman Air,Airbus A319
2025-10-06 07:00:00+00:00,2025-10-06 09:00:00+02:00,AI 8753,Hyderabad,Air India,Boeing 787-9
2025-10-06 07:00:00+00:00,2025-10-06 09:00:00+02:00,UU 8518,Paris,Air Austral,Embraer 190
2025-10-06 07:00:00+00:00,2025-10-06 09:00:00+02:00,MK 9388,Paris,Air Mauritius,Embraer 190
